City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,imperia,43.9667,7.7833,58.94600000000005,83,87,4.13,IT,1715229350
269,pacific grove,36.6177,-121.9166,62.27600000000009,72,0,1.34,US,1715229351
270,urbano santos,-3.2078,-43.4036,75.11000000000008,94,21,0.08,BR,1715229351
271,qarazhal,48.0078,70.7903,68.88200000000002,37,100,10.16,KZ,1715229351
272,taulaga,-11.0553,-171.0883,84.68600000000006,74,100,4.3,AS,1715229351
273,laguna,38.421,-121.4238,72.28399999999999,28,0,4.63,US,1715229351
274,robore,-18.3333,-59.75,72.5,88,77,1.53,BO,1715229352
275,paredes,40.0658,-2.854,48.95600000000003,68,21,2.15,ES,1715229352
276,madalena,41.2162,-8.3345,62.294000000000075,63,100,2.23,PT,1715229352
277,linares,-35.85,-71.6,37.688000000000045,78,9,1.61,CL,1715229352
278,antofagasta,-23.65,-70.4,60.08000000000004,90,98,1.61,CL,1715229352
279,belogorsk,50.9158,128.4611,57.938000000000045,17,2,9.52,RU,1715229353
280,alice springs,-23.7,133.8833,74.75,35,40,6.17,AU,1715229353
281,kaiapoi,-43.3783,172.6401,49.46000000000008,58,20,2.57,NZ,1715229353
282,portland,45.5234,-122.6762,62.582000000000015,49,20,4.12,US,1715229081
283,bardai,11.65,7.2333,77.52200000000003,64,65,4.33,NG,1715229353
284,belmonte,-15.8631,-38.8828,75.542,89,51,1.58,BR,1715229353
285,punta arenas,-53.15,-70.9167,37.508,87,75,3.6,CL,1715229092
286,isangel,-19.55,169.2667,77.108,53,75,3.09,VU,1715229354
287,rabaul,-4.1967,152.1721,79.75400000000005,87,100,4.62,PG,1715229354
288,lipayran,11.0593,123.6342,82.79600000000005,78,99,5.86,PH,1715229354
289,bayji,34.9311,43.487,73.13000000000004,35,2,1.74,IQ,1715229354
290,tommot,58.9564,126.2925,38.67800000000007,62,100,4.51,RU,1715229354
291,santiago de cao,-7.9589,-79.2392,62.72600000000009,94,75,3.6,PE,1715229355
292,eirunepe,-6.6603,-69.8736,75.92000000000006,97,100,0.52,BR,1715229355
293,zhalantun,48.0,122.7167,72.48200000000001,12,94,2.87,CN,1715229355
294,nova vicosa,-17.8919,-39.3719,75.48800000000004,89,6,0.29,BR,1715229355
295,russkaya polyana,49.417,31.9201,47.030000000000044,61,97,5.28,UA,1715229355
296,tulun,54.5611,100.5792,51.56600000000001,34,64,8.98,RU,1715229356
297,vrontados,38.4089,26.1328,62.45600000000003,88,20,0.0,GR,1715229356
298,namibe,-15.1961,12.1522,74.35400000000006,63,6,3.03,AO,1715229356
299,sabha,27.0377,14.4283,67.74800000000002,48,17,7.36,LY,1715229356
300,mount darwin,-16.7725,31.5838,57.182000000000016,81,0,1.21,ZW,1715229356
301,el granada,37.5027,-122.4694,75.092,53,0,4.12,US,1715229357
302,bam,29.106,58.357,85.26200000000006,18,0,3.97,IR,1715229357
303,brookings,44.3114,-96.7984,55.4,78,0,1.54,US,1715229219
304,lyndon,38.2567,-85.6016,65.91200000000006,94,100,4.63,US,1715229260
305,kruisfontein,-34.0033,24.7314,57.88399999999999,89,10,1.67,ZA,1715229357
306,cabo san lucas,22.8909,-109.9124,79.61000000000008,53,0,5.14,MX,1715229267
307,qamdo,31.1667,97.2333,52.88000000000004,32,100,3.33,CN,1715229358
308,sitka,57.0531,-135.33,41.86400000000003,94,100,2.0,US,1715229358
309,udesti,47.5667,26.4167,53.90600000000003,86,0,4.12,RO,1715229358
310,chifeng,42.2683,118.9636,75.07400000000001,17,56,5.67,CN,1715229359
311,dumbea,-22.15,166.45,75.16400000000003,73,88,4.5,NC,1715229359
312,vadso,70.0744,29.7487,28.562000000000058,74,100,2.06,NO,1715229359
313,tunceli,39.1083,39.5471,59.27000000000006,45,1,0.73,TR,1715229359
314,kalevala,65.2,31.1667,19.094000000000072,98,94,1.34,RU,1715229359
315,tutoia,-2.7619,-42.2744,76.24400000000007,85,92,1.84,BR,1715229359
316,shemysheyka,52.892,45.3928,37.04000000000002,64,55,8.36,RU,1715229360
317,cidreira,-30.1811,-50.2056,66.03800000000004,86,52,5.53,BR,1715229250
318,aioun,16.6614,-9.6149,88.30400000000006,6,80,4.48,MR,1715229360
319,al jawf,29.5,38.75,72.71600000000001,15,2,8.53,SA,1715229360
320,broome,42.2506,-75.833,55.88600000000007,84,0,3.09,US,1715229360
321,coronel suarez,-37.4547,-61.9334,40.49600000000005,46,0,3.84,AR,1715229360
322,richards bay,-28.783,32.0377,66.95600000000003,87,1,1.96,ZA,1715229361
323,juneau,58.3019,-134.4197,46.4,93,100,5.66,US,1715229129
324,iron mountain,45.8202,-88.066,51.62000000000006,66,100,2.06,US,1715229361
325,collie,-33.3667,116.15,69.18800000000005,36,100,4.38,AU,1715229361
326,kavieng,-2.5744,150.7967,82.292,82,100,4.47,PG,1715229361
327,hawaiian paradise park,19.5933,-154.9731,74.71400000000003,85,75,3.09,US,1715229362
328,dwarka,22.2394,68.9678,84.29000000000002,72,0,4.18,IN,1715229362
329,kapuskasing,49.4169,-82.4331,44.6,70,100,3.09,CA,1715229122
330,pimentel,-6.8367,-79.9342,70.08800000000005,78,0,5.14,PE,1715229362
331,qurayyat,31.3318,37.3428,60.98000000000004,21,0,2.06,SA,1715229363
332,arraial do cabo,-22.9661,-42.0278,74.516,92,4,6.79,BR,1715229363
333,gumla,23.05,84.55,89.42000000000006,35,54,3.17,IN,1715229363
